County,Adjusted Gross Income,Number of Returns,Total Salaries & Wages
"King County, WA","50,000 - $74,999",145280.0,7126491.0
"King County, WA","75,000 - $99,999",101400.0,6859267.0
"King County, WA","100,000 - $199,999",191690.0,21192608.0
"King County, WA","$200,000 or more",96840.0,27889647.0
"Kitsap County, WA",Under $1,1610.0,11420.0
"Kitsap County, WA","1 - $9,999",13760.0,57657.0
"Kitsap County, WA","10,000 - $24,999",21750.0,290223.0
"Kitsap County, WA","25,000 - $49,999",27440.0,744931.0
"Kitsap County, WA","50,000 - $74,999",19110.0,830898.0
"Kitsap County, WA","75,000 - $99,999",13750.0,842425.0
"Kitsap County, WA","100,000 - $199,999",18800.0,1749204.0
"Kitsap County, WA","$200,000 or more",4480.0,882349.0
"Kittitas County, WA",Under $1,390.0,2921.0
"Kittitas County, WA","1 - $9,999",3040.0,13892.0
"Kittitas County, WA","10,000 - $24,999",3900.0,50628.0
"Kittitas County, WA","25,000 - $49,999",3890.0,105700.0
"Kittitas County, WA","50,000 - $74,999",2500.0,108080.0
"Kittitas County, WA","75,000 - $99,999",1820.0,107801.0
"Kittitas County, WA","100,000 - $199,999",2060.0,183814.0
"Kittitas County, WA","$200,000 or more",460.0,69775.0
"Klickitat County, WA",Under $1,210.0,914.0
"Klickitat County, WA","1 - $9,999",1290.0,5053.0
"Klickitat County, WA","10,000 - $24,999",2050.0,24949.0
"Klickitat County, WA","25,000 - $49,999",2340.0,62441.0
"Klickitat County, WA","50,000 - $74,999",1450.0,61328.0
"Klickitat County, WA","75,000 - $99,999",910.0,52780.0
"Klickitat County, WA","100,000 - $199,999",1010.0,85389.0
"Klickitat County, WA","$200,000 or more",240.0,36723.0
"Lewis County, WA",Under $1,600.0,2589.0
"Lewis County, WA","1 - $9,999",4750.0,19692.0
"Lewis County, WA","10,000 - $24,999",7740.0,98067.0
"Lewis County, WA","25,000 - $49,999",8160.0,224962.0
"Lewis County, WA","50,000 - $74,999",5010.0,222586.0
"Lewis County, WA","75,000 - $99,999",3170.0,195856.0
"Lewis County, WA","100,000 - $199,999",2880.0,254752.0
"Lewis County, WA","$200,000 or more",440.0,63799.0
"Lincoln County, WA",Under $1,120.0,451.0
"Lincoln County, WA","1 - $9,999",620.0,2437.0
"Lincoln County, WA","10,000 - $24,999",820.0,9319.0
"Lincoln County, WA","25,000 - $49,999",1040.0,25820.0
"Lincoln County, WA","50,000 - $74,999",750.0,29173.0
"Lincoln County, WA","75,000 - $99,999",480.0,25747.0
"Lincoln County, WA","100,000 - $199,999",560.0,43690.0
"Lincoln County, WA","$200,000 or more",90.0,12854.0
"Mason County, WA",Under $1,400.0,2241.0
"Mason County, WA","1 - $9,999",3280.0,12074.0
"Mason County, WA","10,000 - $24,999",5270.0,60589.0
"Mason County, WA","25,000 - $49,999",6390.0,157481.0
"Mason County, WA","50,000 - $74,999",4310.0,173568.0
"Mason County, WA","75,000 - $99,999",2720.0,154602.0
"Mason County, WA","100,000 - $199,999",2840.0,223999.0
"Mason County, WA","$200,000 or more",420.0,63733.0
"Okanogan County, WA",Under $1,440.0,2459.0
"Okanogan County, WA","1 - $9,999",2780.0,11961.0
"Okanogan County, WA","10,000 - $24,999",4680.0,62449.0
"Okanogan County, WA","25,000 - $49,999",4940.0,133364.0
"Okanogan County, WA","50,000 - $74,999",2410.0,99898.0
"Okanogan County, WA","75,000 - $99,999",1270.0,72271.0
"Okanogan County, WA","100,000 - $199,999",1270.0,101060.0
"Okanogan County, WA","$200,000 or more",270.0,33657.0
"Pacific County, WA",Under $1,220.0,595.0
"Pacific County, WA","1 - $9,999",1440.0,5149.0
"Pacific County, WA","10,000 - $24,999",2260.0,24565.0
"Pacific County, WA","25,000 - $49,999",2360.0,55113.0
"Pacific County, WA","50,000 - $74,999",1330.0,48261.0
"Pacific County, WA","75,000 - $99,999",790.0,42922.0
"Pacific County, WA","100,000 - $199,999",820.0,59379.0
"Pacific County, WA","$200,000 or more",160.0,19714.0
"Pend Oreille Count, WA",Under $1,130.0,315.0
"Pend Oreille Count, WA","1 - $9,999",790.0,2767.0
"Pend Oreille Count, WA","10,000 - $24,999",1170.0,12161.0
"Pend Oreille Count, WA","25,000 - $49,999",1220.0,29167.0
"Pend Oreille Count, WA","50,000 - $74,999",780.0,32291.0
"Pend Oreille Count, WA","75,000 - $99,999",490.0,29003.0
"Pend Oreille Count, WA","100,000 - $199,999",540.0,47771.0
"Pend Oreille Count, WA","$200,000 or more",90.0,12414.0
"Pierce County, WA",Under $1,4520.0,37037.0
"Pierce County, WA","1 - $9,999",46730.0,201635.0
"Pierce County, WA","10,000 - $24,999",74990.0,1030525.0
"Pierce County, WA","25,000 - $49,999",98730.0,2926608.0
"Pierce County, WA","50,000 - $74,999",59770.0,2905556.0
"Pierce County, WA","75,000 - $99,999",39420.0,2649204.0
"Pierce County, WA","100,000 - $199,999",52910.0,5475860.0
"Pierce County, WA","$200,000 or more",11310.0,2351947.0
"San Juan County, WA",Under $1,320.0,1879.0
"San Juan County, WA","1 - $9,999",1220.0,4468.0
"San Juan County, WA","10,000 - $24,999",1640.0,17189.0
"San Juan County, WA","25,000 - $49,999",1820.0,42659.0
"San Juan County, WA","50,000 - $74,999",1140.0,37142.0
"San Juan County, WA","75,000 - $99,999",780.0,31416.0
"San Juan County, WA","100,000 - $199,999",1130.0,56233.0
"San Juan County, WA","$200,000 or more",550.0,82376.0
"Skagit County, WA",Under $1,950.0,5301.0
"Skagit County, WA","1 - $9,999",7460.0,30113.0
"Skagit County, WA","10,000 - $24,999",11560.0,148504.0
"Skagit County, WA","25,000 - $49,999",13780.0,381443.0
"Skagit County, WA","50,000 - $74,999",8370.0,366989.0
"Skagit County, WA","75,000 - $99,999",5950.0,353545.0
"Skagit County, WA","100,000 - $199,999",7190.0,628710.0
"Skagit County, WA","$200,000 or more",1700.0,259767.0
"Skamania County, WA",Under $1,60.0,0.0
"Skamania County, WA","1 - $9,999",600.0,3006.0
"Skamania County, WA","10,000 - $24,999",1000.0,12296.0
"Skamania County, WA","25,000 - $49,999",1050.0,27761.0
"Skamania County, WA","50,000 - $74,999",750.0,33745.0
"Skamania County, WA","75,000 - $99,999",500.0,31003.0
"Skamania County, WA","100,000 - $199,999",620.0,57196.0
"Skamania County, WA","$200,000 or more",130.0,24357.0
"Snohomish County, WA",Under $1,4400.0,35859.0
"Snohomish County, WA","1 - $9,999",42220.0,173606.0
"Snohomish County, WA","10,000 - $24,999",60520.0,804164.0
"Snohomish County, WA","25,000 - $49,999",80550.0,2419519.0
"Snohomish County, WA","50,000 - $74,999",54210.0,2696044.0
"Snohomish County, WA","75,000 - $99,999",40830.0,2884137.0
"Snohomish County, WA","100,000 - $199,999",64650.0,7214833.0
"Snohomish County, WA","$200,000 or more",14590.0,3033301.0
"Spokane County, WA",Under $1,3140.0,21399.0
"Spokane County, WA","1 - $9,999",31550.0,133926.0
"Spokane County, WA","10,000 - $24,999",49560.0,668737.0
"Spokane County, WA","25,000 - $49,999",54360.0,1558456.0
"Spokane County, WA","50,000 - $74,999",31350.0,1448766.0
"Spokane County, WA","75,000 - $99,999",20450.0,1303594.0
"Spokane County, WA","100,000 - $199,999",24030.0,2290019.0
"Spokane County, WA","$200,000 or more",6430.0,1293797.0
"Stevens County, WA",Under $1,430.0,1643.0
"Stevens County, WA","1 - $9,999",2640.0,10097.0
"Stevens County, WA","10,000 - $24,999",4060.0,46341.0
"Stevens County, WA","25,000 - $49,999",4300.0,109065.0
"Stevens County, WA","50,000 - $74,999",2680.0,110096.0
"Stevens County, WA","75,000 - $99,999",1760.0,104755.0
"Stevens County, WA","100,000 - $199,999",1750.0,146748.0
"Stevens County, WA","$200,000 or more",280.0,38762.0
"Thurston County, WA",Under $1,1750.0,12369.0
"Thurston County, WA","1 - $9,999",15670.0,64765.0
"Thurston County, WA","10,000 - $24,999",23770.0,308895.0
"Thurston County, WA","25,000 - $49,999",30710.0,876091.0
"Thurston County, WA","50,000 - $74,999",20650.0,950562.0
"Thurston County, WA","75,000 - $99,999",13980.0,869426.0
"Thurston County, WA","100,000 - $199,999",17840.0,1658541.0
"Thurston County, WA","$200,000 or more",3280.0,551371.0
"Wahkiakum County, WA",Under $1,50.0,0.0
"Wahkiakum County, WA","1 - $9,999",290.0,1214.0
"Wahkiakum County, WA","10,000 - $24,999",350.0,3132.0
"Wahkiakum County, WA","25,000 - $49,999",370.0,7702.0
"Wahkiakum County, WA","50,000 - $74,999",290.0,11113.0
"Wahkiakum County, WA","75,000 - $99,999",190.0,9014.0
"Wahkiakum County, WA","100,000 - $199,999",200.0,15331.0
"Wahkiakum County, WA","$200,000 or more",20.0,0.0
"Walla Walla County, WA",Under $1,430.0,1934.0
"Walla Walla County, WA","1 - $9,999",3690.0,16012.0
"Walla Walla County, WA","10,000 - $24,999",5580.0,74893.0
"Walla Walla County, WA","25,000 - $49,999",6110.0,174920.0
"Walla Walla County, WA","50,000 - $74,999",3600.0,162329.0
"Walla Walla County, WA","75,000 - $99,999",2340.0,143131.0
"Walla Walla County, WA","100,000 - $199,999",2730.0,238111.0
"Walla Walla County, WA","$200,000 or more",710.0,115854.0
"Whatcom County, WA",Under $1,1850.0,11867.0
"Whatcom County, WA","1 - $9,999",14450.0,63080.0
"Whatcom County, WA","10,000 - $24,999",20230.0,267903.0
"Whatcom County, WA","25,000 - $49,999",22900.0,646385.0
"Whatcom County, WA","50,000 - $74,999",13830.0,626610.0
"Whatcom County, WA","75,000 - $99,999",9550.0,598854.0
"Whatcom County, WA","100,000 - $199,999",11940.0,1084813.0
"Whatcom County, WA","$200,000 or more",3110.0,526438.0
"Whitman County, WA",Under $1,290.0,1589.0
"Whitman County, WA","1 - $9,999",3280.0,16849.0
"Whitman County, WA","10,000 - $24,999",3630.0,53468.0
"Whitman County, WA","25,000 - $49,999",3590.0,106915.0
"Whitman County, WA","50,000 - $74,999",2190.0,102672.0
"Whitman County, WA","75,000 - $99,999",1580.0,100225.0
"Whitman County, WA","100,000 - $199,999",2050.0,182060.0
"Whitman County, WA","$200,000 or more",430.0,68163.0
"Yakima County, WA",Under $1,1280.0,10783.0
"Yakima County, WA","1 - $9,999",15960.0,74785.0
"Yakima County, WA","10,000 - $24,999",30020.0,446994.0
"Yakima County, WA","25,000 - $49,999",30800.0,942644.0
"Yakima County, WA","50,000 - $74,999",13450.0,655573.0
"Yakima County, WA","75,000 - $99,999",7030.0,456468.0
"Yakima County, WA","100,000 - $199,999",7370.0,690343.0
"Yakima County, WA","$200,000 or more",1930.0,327214.0
"Barbour County, WV",Under $1,80.0,0.0
"Barbour County, WV","1 - $9,999",1130.0,4922.0
"Barbour County, WV","10,000 - $24,999",1740.0,23331.0
"Barbour County, WV","25,000 - $49,999",1540.0,43919.0
"Barbour County, WV","50,000 - $74,999",950.0,47401.0
"Barbour County, WV","75,000 - $99,999",540.0,38495.0
"Barbour County, WV","100,000 - $199,999",420.0,41318.0
"Barbour County, WV","$200,000 or more",40.0,5102.0
"Berkeley County, WV",Under $1,500.0,2718.0
"Berkeley County, WV","1 - $9,999",8310.0,34632.0
"Berkeley County, WV","10,000 - $24,999",10870.0,144303.0
"Berkeley County, WV","25,000 - $49,999",12630.0,386503.0
"Berkeley County, WV","50,000 - $74,999",7900.0,396570.0
"Berkeley County, WV","75,000 - $99,999",5240.0,364385.0
"Berkeley County, WV","100,000 - $199,999",5620.0,573536.0
"Berkeley County, WV","$200,000 or more",700.0,120200.0
"Boone County, WV",Under $1,50.0,0.0
"Boone County, WV","1 - $9,999",1400.0,5801.0
"Boone County, WV","10,000 - $24,999",2130.0,23708.0
"Boone County, WV","25,000 - $49,999",1870.0,49068.0
"Boone County, WV","50,000 - $74,999",1220.0,60694.0
"Boone County, WV","75,000 - $99,999",970.0,70380.0
"Boone County, WV","100,000 - $199,999",760.0,78524.0
"Boone County, WV","$200,000 or more",90.0,13773.0
"Braxton County, WV",Under $1,80.0,0.0
"Braxton County, WV","1 - $9,999",910.0,3595.0
"Braxton County, WV","10,000 - $24,999",1480.0,18380.0
"Braxton County, WV","25,000 - $49,999",1270.0,35410.0
"Braxton County, WV","50,000 - $74,999",760.0,37356.0
"Braxton County, WV","75,000 - $99,999",420.0,28000.0
"Braxton County, WV","100,000 - $199,999",350.0,33207.0
"Braxton County, WV","$200,000 or more",60.0,10783.0
"Brooke County, WV",Under $1,60.0,0.0
"Brooke County, WV","1 - $9,999",1800.0,6779.0
"Brooke County, WV","10,000 - $24,999",2580.0,28121.0
"Brooke County, WV","25,000 - $49,999",2600.0,68454.0
"Brooke County, WV","50,000 - $74,999",1580.0,75339.0
"Brooke County, WV","75,000 - $99,999",1020.0,66647.0
"Brooke County, WV","100,000 - $199,999",950.0,87664.0
"Brooke County, WV","$200,000 or more",180.0,25955.0
"Cabell County, WV",Under $1,410.0,2795.0
"Cabell County, WV","1 - $9,999",7510.0,31723.0
"Cabell County, WV","10,000 - $24,999",10460.0,132545.0
"Cabell County, WV","25,000 - $49,999",8910.0,251612.0
"Cabell County, WV","50,000 - $74,999",5130.0,241363.0
"Cabell County, WV","75,000 - $99,999",3290.0,212236.0
"Cabell County, WV","100,000 - $199,999",3600.0,345656.0
"Cabell County, WV","$200,000 or more",1130.0,260830.0
"Calhoun County, WV",Under $1,40.0,0.0
"Calhoun County, WV","1 - $9,999",440.0,1622.0
"Calhoun County, WV","10,000 - $24,999",680.0,8070.0
"Calhoun County, WV","25,000 - $49,999",620.0,17377.0
"Calhoun County, WV","50,000 - $74,999",370.0,18280.0
"Calhoun County, WV","75,000 - $99,999",220.0,15963.0
"Calhoun County, WV","100,000 - $199,999",210.0,21667.0
"Calhoun County, WV","$200,000 or more",20.0,6046.0
"Clay County, WV",Under $1,30.0,0.0
"Clay County, WV","1 - $9,999",600.0,2428.0
"Clay County, WV","10,000 - $24,999",870.0,10611.0
"Clay County, WV","25,000 - $49,999",830.0,23746.0
"Clay County, WV","50,000 - $74,999",450.0,22504.0
"Clay County, WV","75,000 - $99,999",240.0,17128.0
"Clay County, WV","100,000 - $199,999",210.0,22881.0
"Clay County, WV","$200,000 or more",20.0,0.0
"Doddridge County, WV",Under $1,30.0,0.0
"Doddridge County, WV","1 - $9,999",470.0,1848.0
"Doddridge County, WV","10,000 - $24,999",590.0,6867.0
"Doddridge County, WV","25,000 - $49,999",730.0,20569.0
"Doddridge County, WV","50,000 - $74,999",450.0,20513.0
"Doddridge County, WV","75,000 - $99,999",290.0,17565.0
"Doddridge County, WV","100,000 - $199,999",270.0,21343.0
"Doddridge County, WV","$200,000 or more",60.0,6659.0
"Fayette County, WV",Under $1,160.0,793.0
"Fayette County, WV","1 - $9,999",3290.0,12862.0
"Fayette County, WV","10,000 - $24,999",4710.0,60949.0
"Fayette County, WV","25,000 - $49,999",4250.0,120945.0
"Fayette County, WV","50,000 - $74,999",2410.0,118883.0
"Fayette County, WV","75,000 - $99,999",1320.0,89048.0
"Fayette County, WV","100,000 - $199,999",1040.0,99129.0
"Fayette County, WV","$200,000 or more",220.0,34859.0
"Gilmer County, WV",Under $1,30.0,0.0
"Gilmer County, WV","1 - $9,999",490.0,2308.0
"Gilmer County, WV","10,000 - $24,999",630.0,8011.0
"Gilmer County, WV","25,000 - $49,999",630.0,17865.0
"Gilmer County, WV","50,000 - $74,999",390.0,19487.0
"Gilmer County, WV","75,000 - $99,999",210.0,14114.0
"Gilmer County, WV","100,000 - $199,999",170.0,14821.0
"Gilmer County, WV","$200,000 or more",40.0,6257.0
"Grant County, WV",Under $1,90.0,386.0
"Grant County, WV","1 - $9,999",880.0,3495.0
"Grant County, WV","10,000 - $24,999",1290.0,16597.0
"Grant County, WV","25,000 - $49,999",1340.0,37756.0
"Grant County, WV","50,000 - $74,999",720.0,34519.0
"Grant County, WV","75,000 - $99,999",410.0,27044.0
"Grant County, WV","100,000 - $199,999",320.0,27043.0
"Grant County, WV","$200,000 or more",50.0,5671.0
"Greenbrier County, WV",Under $1,220.0,1192.0
"Greenbrier County, WV","1 - $9,999",2620.0,10122.0
"Greenbrier County, WV","10,000 - $24,999",4060.0,51588.0
"Greenbrier County, WV","25,000 - $49,999",3800.0,104923.0
"Greenbrier County, WV","50,000 - $74,999",2080.0,96176.0
"Greenbrier County, WV","75,000 - $99,999",1170.0,73566.0
"Greenbrier County, WV","100,000 - $199,999",1000.0,84852.0
"Greenbrier County, WV","$200,000 or more",280.0,43014.0
"Hampshire County, WV",Under $1,150.0,448.0
"Hampshire County, WV","1 - $9,999",1680.0,6239.0
"Hampshire County, WV","10,000 - $24,999",2300.0,28369.0
"Hampshire County, WV","25,000 - $49,999",2530.0,73066.0
"Hampshire County, WV","50,000 - $74,999",1440.0,67515.0
"Hampshire County, WV","75,000 - $99,999",780.0,52783.0
"Hampshire County, WV","100,000 - $199,999",600.0,54782.0
"Hampshire County, WV","$200,000 or more",90.0,14927.0
"Hancock County, WV",Under $1,130.0,0.0
"Hancock County, WV","1 - $9,999",2440.0,8876.0
"Hancock County, WV","10,000 - $24,999",3500.0,39748.0
"Hancock County, WV","25,000 - $49,999",3700.0,99547.0
"Hancock County, WV","50,000 - $74,999",2100.0,99755.0
"Hancock County, WV","75,000 - $99,999",1370.0,90794.0
"Hancock County, WV","100,000 - $199,999",1290.0,125866.0
"Hancock County, WV","$200,000 or more",170.0,28565.0
"Hardy County, WV",Under $1,130.0,465.0
"Hardy County, WV","1 - $9,999",1100.0,4334.0
"Hardy County, WV","10,000 - $24,999",1650.0,23946.0
"Hardy County, WV","25,000 - $49,999",1820.0,53617.0
"Hardy County, WV","50,000 - $74,999",840.0,40058.0
"Hardy County, WV","75,000 - $99,999",430.0,27891.0
"Hardy County, WV","100,000 - $199,999",360.0,30136.0
"Hardy County, WV","$200,000 or more",50.0,7841.0
"Harrison County, WV",Under $1,230.0,2083.0
"Harrison County, WV","1 - $9,999",5370.0,21312.0
"Harrison County, WV","10,000 - $24,999",7360.0,93811.0
"Harrison County, WV","25,000 - $49,999",6970.0,196266.0
"Harrison County, WV","50,000 - $74,999",4460.0,211347.0
"Harrison County, WV","75,000 - $99,999",3070.0,206215.0
"Harrison County, WV","100,000 - $199,999",3440.0,337376.0
"Harrison County, WV","$200,000 or more",880.0,150717.0
"Jackson County, WV",Under $1,130.0,505.0
"Jackson County, WV","1 - $9,999",2140.0,8012.0
"Jackson County, WV","10,000 - $24,999",2990.0,33327.0
"Jackson County, WV","25,000 - $49,999",2850.0,76973.0
"Jackson County, WV","50,000 - $74,999",1700.0,82218.0
"Jackson County, WV","75,000 - $99,999",1140.0,76469.0
"Jackson County, WV","100,000 - $199,999",1130.0,111838.0
"Jackson County, WV","$200,000 or more",190.0,41468.0
"Jefferson County, WV",Under $1,330.0,2527.0
"Jefferson County, WV","1 - $9,999",3570.0,14160.0
"Jefferson County, WV","10,000 - $24,999",4650.0,60179.0
"Jefferson County, WV","25,000 - $49,999",5090.0,147658.0
"Jefferson County, WV","50,000 - $74,999",3600.0,175453.0
"Jefferson County, WV","75,000 - $99,999",2860.0,189424.0
"Jefferson County, WV","100,000 - $199,999",4520.0,482399.0
"Jefferson County, WV","$200,000 or more",800.0,152171.0
"Kanawha County, WV",Under $1,780.0,6144.0
"Kanawha County, WV","1 - $9,999",14290.0,58311.0
"Kanawha County, WV","10,000 - $24,999",21860.0,279218.0
"Kanawha County, WV","25,000 - $49,999",21140.0,593926.0
"Kanawha County, WV","50,000 - $74,999",11910.0,549505.0
"Kanawha County, WV","75,000 - $99,999",7390.0,474884.0
"Kanawha County, WV","100,000 - $199,999",8240.0,775149.0
"Kanawha County, WV","$200,000 or more",2540.0,487376.0
"Lewis County, WV",Under $1,90.0,507.0
"Lewis County, WV","1 - $9,999",1340.0,5176.0
"Lewis County, WV","10,000 - $24,999",1940.0,23431.0
"Lewis County, WV","25,000 - $49,999",1820.0,51430.0
"Lewis County, WV","50,000 - $74,999",1130.0,54576.0
"Lewis County, WV","75,000 - $99,999",710.0,49003.0
"Lewis County, WV","100,000 - $199,999",710.0,71000.0
"Lewis County, WV","$200,000 or more",140.0,21477.0
"Lincoln County, WV",Under $1,50.0,0.0
"Lincoln County, WV","1 - $9,999",1290.0,5392.0
"Lincoln County, WV","10,000 - $24,999",2000.0,24677.0
"Lincoln County, WV","25,000 - $49,999",1820.0,50652.0
"Lincoln County, WV","50,000 - $74,999",1110.0,55364.0
"Lincoln County, WV","75,000 - $99,999",720.0,51030.0
"Lincoln County, WV","100,000 - $199,999",510.0,50447.0
"Lincoln County, WV","$200,000 or more",50.0,8553.0
"Logan County, WV",Under $1,90.0,830.0
"Logan County, WV","1 - $9,999",2180.0,8555.0
"Logan County, WV","10,000 - $24,999",3240.0,39745.0
"Logan County, WV","25,000 - $49,999",2710.0,77273.0
"Logan County, WV","50,000 - $74,999",1640.0,81770.0
"Logan County, WV","75,000 - $99,999",1240.0,89219.0
"Logan County, WV","100,000 - $199,999",1060.0,109536.0
"Logan County, WV","$200,000 or more",130.0,26408.0
"McDowell County, WV",Under $1,50.0,0.0
"McDowell County, WV","1 - $9,999",1100.0,4373.0
"McDowell County, WV","10,000 - $24,999",1890.0,24831.0
"McDowell County, WV","25,000 - $49,999",1430.0,39236.0
